messy_vendor,matched_vendor,score,method,counterparty,location
Cook Sanitation,Cook Sanitation,100.0,constrained,5439876-02-01 atlantic,5439876-02-01 - ATLANTIC
Best Cleaner Disposal inc.,Best Cleaner Disposal,91.30434782608697,constrained,5448182-01-01 - Copperleaf Fox Hollow Park Vi,5448182-01-01 - Copperleaf Fox Hollow Park Vi
Green Environment,Green Environmental Services,75.55555555555556,constrained,5451582-01-01 - OTTAWA-2,5451582-01-01 - OTTAWA-2
Green Environmental,Green Environmental Services,80.85106382978724,constrained,5451582-01-01 - OTTAWA-2,5451582-01-01 - OTTAWA-2
City of Hidalgo,"City of Hidalgo, TX",90.9090909090909,constrained,5451590-01-01 - Hidalgo,5451590-01-01 - Hidalgo
GARRISON DISPOSAL CO,Garrison Disposal Company,88.88888888888889,constrained,5451663-01-01 - AITKIN,5451663-01-01 - AITKIN
Garrison Disposal,Garrison Disposal Company,80.95238095238095,constrained,5451663-01-01 - AITKIN,5451663-01-01 - AITKIN
Parrison Disposa,Garrison Disposal Company,73.17073170731707,constrained,5451663-01-01 - AITKIN,5451663-01-01 - AITKIN
Loren Fischer,Loren Fisher Disposal,70.58823529411764,constrained,5459923-01-01 - VERMILLION,5459923-01-01 - VERMILLION
Loren Fischer Disposal,Loren Fisher Disposal,97.67441860465115,constrained,5459923-01-01 - VERMILLION,5459923-01-01 - VERMILLION
Loren Fischer Disposal INC.,Loren Fisher Disposal,89.36170212765957,constrained,5459923-01-01 - VERMILLION,5459923-01-01 - VERMILLION
scher Disposal INC.,Loren Fisher Disposal,71.7948717948718,constrained,5459923-01-01 - VERMILLION,5459923-01-01 - VERMILLION
WEMIGA WASTE INC.,Wemiga Waste,85.71428571428572,constrained,5460573-01-01 - FAIRFIELD-1,5460573-01-01 - FAIRFIELD-1
COUNTRY GARBAGE,Mecham's Country Garbage,78.94736842105263,constrained,5462215-01-02 - Nephi UT FHC,5462215-01-02 - Nephi UT FHC
Meechams COUNTRY GARBAGE,Mecham's Country Garbage,97.87234042553192,constrained,5462215-01-02 - Nephi UT FHC,5462215-01-02 - Nephi UT FHC
"A&W IRON & METAL, INC.","A&W Iron & Metal, Inc",100.0,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
APPLE VALLEY WASTE,Apple Valley Waste,100.0,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
"Burrtec Waste Industries, Inc","Burrtec Waste Industries, Inc",100.0,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
Capital Area Refuse LLC,Capital Area Refuse,90.47619047619048,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
DUGGER TRASH SERVICE,Dugger Trash Service,100.0,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
"PETE & PETE CONTAINER SERVICE, INC.","Pete & Pete Container Service, Inc",100.0,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
"Scott Waste Services, LLC",RTS Waste Services LLC,86.95652173913044,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
SOUTHERN DISPOSAL,Sutter Disposal,87.5,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
Standard Waste Services,STANDARD WASTE SERVICES,100.0,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
WASTE STANDARD WASTE SERVICE,STANDARD WASTE SERVICES,86.27450980392157,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
Waste Connections of Arizona,Waste Connections - Arizona 3300,86.20689655172413,global,5466970-01-01 - Washburn,5466970-01-01 - Washburn
Centennial Park Disposal,Centennial Park Disposal,100.0,constrained,5468485-01-01 - Colorado City FS,5468485-01-01 - Colorado City FS
J & M Sanitation,J&M Sanitation,96.2962962962963,constrained,"5470641-01-01 - Crenshaw, Indian Crk, Kuna Bu","5470641-01-01 - Crenshaw, Indian Crk, Kuna Bu"
Real Waste Solutions. LLC.,Real Waste Solutions,90.9090909090909,constrained,5474 Neeleyville  _ Hwy 67,6474 Neelyville - Hwy 67
Mac's Wood Products,Macs Wood Products,100.0,constrained,547599 - SEATTLE P&DC,547599 - SEATTLE P&DC
Town of Lusk,Town of Lusk,100.0,constrained,5482097-02-01 - Lusk Branch,5482097-02-01 - Lusk Branch
Best Cleaner Disposat Inc.,Best Cleaner Disposal,86.95652173913044,constrained,5486831-01-01 - Coal Mine Ken Caryl Coal Mine,5486831-01-01 - Coal Mine Ken Caryl Coal Mine
Oak Disposal Services,Oak Disposal Services,100.0,constrained,5487072-01-01 - WESTCLIFFE,5487072-01-01 - WESTCLIFFE
FRONTIER WASTE - JUSTIN,Frontier Waste,80.0,constrained,5487390-01-01 - Beach Street,5487390-01-01 - Beach Street
Thompson Sanitation,Thompson Sanitation,100.0,constrained,550372801-01 - Albert Lea,5503728-01-01 - ALBERT LEA
City of Sallisaw,"City of Sallisaw, OK",91.42857142857143,constrained,5503957-01-01 - Sallisaw,5503957-01-01 - Sallisaw
City of Meridian -,City of Meridian,100.0,constrained,"5508754-02-01 - Autumn Faire, Peregrine,Cherr","5508754-02-01 - Autumn Faire, Peregrine,Cherr"
Wasatch Integrated Waste,Wasatch Integrated Waste Management District,70.58823529411764,constrained,5512204-01-01 - Centerville,5512204-01-01 - Centerville
Waste Management - Wasatch Integrated,Wasatch Integrated Waste Management District,88.60759493670886,constrained,5512204-01-01 - Centerville,5512204-01-01 - Centerville
CITY OF RIVERTON,City of Riverton,100.0,global,5514517-01-01 Riverton,
City of RED WING,City of RED WING,100.0,constrained,5521564-01-01 - RED WING,5521564-01-01 - RED WING
City of Red Wing,City of RED WING,100.0,constrained,5521564-01-01 - RED WING,5521564-01-01 - RED WING
Town of Dutch John,Town of Dutch John,100.0,constrained,5554616-01-01 - Dutch John UT FHC,5554616-01-01 - Dutch John UT FHC
Sutter Disposal,Sutter Disposal,100.0,constrained,5565413-01-01 - EFFINGHAM,5565413-01-01 - EFFINGHAM
Friends Garbage,Friend's Garbage Service LLC,71.42857142857143,constrained,5565456-00-00 - INTERNATIONAL FALLS-1,5565456-00-00 - INTERNATIONAL FALLS-1
Waste Harmonics,"Waste Harmonics, LLC",88.23529411764706,global,5585 Boulder - Main,5585 Boulder - Main
Kohlmorgan Hauling,Kohlmorgan Hauling,100.0,constrained,5588618-01-01 - KEOKUK,5588618-01-01 - KEOKUK
City of Jacksonville,City of Jacksonville,100.0,constrained,559 - Jacksonville,559 - Jacksonville
"Craven Ag Services, Inc.","Craven Ag Services, Inc",100.0,constrained,559 - Jacksonville,559 - Jacksonville
Jackville City,City of Jacksonville,82.35294117647058,constrained,559 - Jacksonville,559 - Jacksonville
Jackville City of Jacksonville,City of Jacksonville,80.0,constrained,559 - Jacksonville,559 - Jacksonville
of Jacksonville,City of Jacksonville,85.71428571428572,constrained,559 - Jacksonville,559 - Jacksonville
Sphuler Disposal,Sphuler Disposal,100.0,constrained,5599407-01-01 - Northport,5599407-01-01 - Northport
Nooksack Valley Disposal,Nooksack Valley Disposal & Recycling Inc,77.41935483870968,constrained,5621038-01-01 - Everson Campus,5621038-01-01 - Everson Campus
ROBINSON WASTE SERVICES - UTAH,Robinson Waste Services-Utah,98.18181818181819,constrained,"5622808-01-01 - HERITAGE, MEADOW PARK YSA, SY","5622808-01-01 - HERITAGE, MEADOW PARK YSA, SY"
WASATCH Account Statement INTEGRATED waste management district,Wasatch Integrated Waste Management District,83.01886792452831,constrained,5626803-01-01 - Welfare Dvlpmnt Cnslng Srvc,5626803-01-01 - Welfare Dvlpmnt Cnslng Srvc
Walters Sanitary Service,"Walters Sanitary Service, Inc",92.3076923076923,global,5650224-01-01,
City of Roosevelt ity,Roosevelt City,80.0,constrained,5687802-01-01 - Roosevelt UT Home Storage Ce,5687802-01-01 - Roosevelt UT Home Storage Ce
ROOSEVELT CITY,Roosevelt City,100.0,constrained,5687802-01-01 - Roosevelt UT Home Storage Ce,5687802-01-01 - Roosevelt UT Home Storage Ce
SANITATION SOLUTIONS INC,Sanitation Solutions,90.9090909090909,global,5690005-01-01 - BONHAM,5690005-01-01 - BONHAM
Cowboy Sanitation,Cowboy Santiation,94.11764705882352,constrained,5693802-01-01 - BUFFALO RIDGE MONTEREY HGTS P,5693802-01-01 - BUFFALO RIDGE MONTEREY HGTS P
Waste Connections - Kieffer Sanitation,Waste Connections - Kieffer Sanitation 3020,93.5064935064935,constrained,5700086-02-01 - Rapid City-Moon Mdws Mt Rushm,5700086-02-01 - Rapid City-Moon Mdws Mt Rushm
Town Gardnerville,Town of Gardnerville,91.89189189189189,constrained,5747 Gardnerville,5747 Gardnerville
TOWN OF GARDNER,Town of Gardnerville,85.71428571428572,constrained,5747 Gardnerville,5747 Gardnerville
Town of Gardnerville,Town of Gardnerville,100.0,constrained,5747 Gardnerville,5747 Gardnerville
"WASTE CONNECTIONS LONE STAR, INC.",Waste Connections - Texas Dallas,72.1311475409836,constrained,5754488-01-01 - Forney,5754488-01-01 - Forney
BYRE BROTHERS INC.,Byre Brothers Inc,100.0,constrained,5766281-01-01 - CHAMBERLAIN,5766281-01-01 - CHAMBERLAIN
City of Caldwell,City of Caldwell,100.0,constrained,"5766524-01-01 - Caldwell 5, 15, Nampa 36, 41","5766524-01-01 - Caldwell 5, 15, Nampa 36, 41"
AT Disposal,AT Disposal,100.0,constrained,5771900-01-01 - De Witt,5771900-01-01 - De Witt
"Grogan Waste Services, LLC","GROGAN WASTE SERVICES, LLC",100.0,global,5774306-01-01 - IRON FIELDS WASHINGTON FIEL,"5774306-01-01 - IRON FIELDS, WASHINGTON FIEL"
"itary Service, Inc.","Walters Sanitary Service, Inc",75.55555555555556,constrained,5851092-01-01 | Bear Creek Camp-2,5851092-01-01 | Bear Creek Camp-2
"lters Sanitary Service, Inc.","Walters Sanitary Service, Inc",74.07407407407408,constrained,5851092-01-01 | Bear Creek Camp-2,5851092-01-01 | Bear Creek Camp-2
CITY OF HICKORY,"City of Hickory, NC",90.9090909090909,constrained,586 - Hickory,586 - Hickory
DARLING INGREDIENTS INC.,Darling Ingredients,90.47619047619048,constrained,586 - Hickory,586 - Hickory
western elite,Western Elite,100.0,constrained,5871696-01-01 - Las Vegas Nv Welfare Complex-,5871696-01-01 - Las Vegas Nv Welfare Complex-
KOOTE4NAI COUNTY SOLID WASTE,KOOTENAI COUNTY SOLID WASTE,98.18181818181819,global,5882 Coeur d'Alene - Government Way,5882 Coeur d'Alene - Government Way
Kootenai County Solid Waste,KOOTENAI COUNTY SOLID WASTE,100.0,global,5882 Coeur d'Alene - Government Way,5882 Coeur d'Alene - Government Way
KOOTENAI COUNTY SOLID WASTE DEPARTMENT,Pike County Solid Waste Department,88.88888888888889,global,5882 Coeur d'Alene - Government Way,5882 Coeur d'Alene - Government Way
KOOTENAI COUNTY SOLID WASTE DEPT,KOOTENAI COUNTY SOLID WASTE,91.52542372881356,global,5882 Coeur d'Alene - Government Way,5882 Coeur d'Alene - Government Way
ELKO Sanitation,Eco Sanitation,89.65517241379311,global,5882970-01-01 - Camp Lee,5882970-01-01 - Camp Lee
LAKESHORE DISPOSAL A WASTE CONNECTIONS COMPANY,Waste Connections - Lakeshore Disposal Idaho 2212,79.56989247311827,constrained,5884 Council - Illinois,5884 Council - Illinois
LAKESHORE DISPOSAL\nA WASTE CONNECTIONS COMPANY,Waste Connections - Lakeshore Disposal Idaho 2212,81.72043010752688,constrained,5884 Council - Illinois,5884 Council - Illinois
Midwest sanitation and Recycling,Midwest Sanitation & Recycling,93.33333333333333,constrained,5894736-03-01 - Oskaloosa,5894736-03-01 - Oskaloosa
Western Waste Services,"Western Waste Services, Inc",91.66666666666666,constrained,5900 Jerome - S Lincoln,5900 Jerome - S Lincoln
CITY OF LEWISTON NOS,"City of Lewiston, ID",82.05128205128204,constrained,5906 Lewiston - Orchards,5906 Lewiston - Orchards
City of Lewiston,"City of Lewiston, ID",91.42857142857143,constrained,5906 Lewiston - Orchards,5906 Lewiston - Orchards
LEWISTOP CITY OF LEWISTON,"City of Lewiston, ID",77.27272727272727,constrained,5906 Lewiston - Orchards,5906 Lewiston - Orchards
GENTRY Trash,Gentry Trash,100.0,constrained,5907 MacKay - S Main,5907 MacKay - S Main
Lakers New Prague Sanitary,Lakers New Prague Sanitary Inc,92.85714285714286,constrained,5918748-02-01 - NEW PRAGUE,5918748-02-01 - NEW PRAGUE
Lakers New Prague Sanitary Inc,Lakers New Prague Sanitary Inc,100.0,constrained,5918748-02-01 - NEW PRAGUE,5918748-02-01 - NEW PRAGUE
"A TEAM Disposal, LLC","A Team Disposal, LLC",100.0,constrained,5919414-02-01 - Havana-1,5919414-02-01 - Havana-1
Carroll Refuse Service,SGS LLC DBA Carroll Refuse Service,78.57142857142857,constrained,5926188-01-01 - CARROLL,5926188-01-01 - CARROLL
"SGS, LLC dba Carroll Refuse Service",SGS LLC DBA Carroll Refuse Service,100.0,constrained,5926188-01-01 - CARROLL,5926188-01-01 - CARROLL
MCE Garbage & Recyclin,MCE Garbage & Recycling LLC,88.88888888888889,constrained,5929 Pinehurst - Country Club Lane,5929 Pinehurst - Country Club Lane
Kootenai County,KOOTENAI COUNTY SOLID WASTE,71.42857142857143,constrained,5935 Post Falls - E Seltice,5935 Post Falls - E Seltice
Kootenai County Solid Waste Department,KOOTENAI COUNTY SOLID WASTE,83.07692307692307,constrained,5935 Post Falls - E Seltice,5935 Post Falls - E Seltice
kootenai couty solid waste department,KOOTENAI COUNTY SOLID WASTE,81.25,constrained,5935 Post Falls - E Seltice,5935 Post Falls - E Seltice
Lemhi Sanitation,LEMHI SANITATION,100.0,constrained,5942 Salmon - Main,5942 Salmon - Main
Wastch County Solid Waste,Wasatch County Solid Waste Disposal,83.33333333333334,constrained,"5956395-02-01 - Ft Midway, Homestead, Swiss A","5956395-02-01 - Ft Midway, Homestead, Swiss A"
EDGE WASTE,Edge Waste,100.0,global,5959995-03-01 - Rexburg Married Student 2nd S,5959995-03-01 - Rexburg Married Student 2nd S
Timberline LLC,Timberline LLC,100.0,constrained,5963 Fairfield - Soldier Road,5963 Fairfield - Soldier Road
A.C. SANITATION SERVICE,Ace Sanitation Service Inc.,89.36170212765957,global,5986758-01-03 - Maricopa Arizona FHC,5986758-01-03 - Maricopa Arizona FHC
Thomas Refuse Service,Thomas Refuse,76.47058823529412,constrained,5997501 Camp Wilderness,5997501 Camp Wilderness
Thomas Refuse,Thomas Refuse,100.0,constrained,5997501 Camp Wilderness,5997501 Camp Wilderness
"CONTROL WASTE SERVICES, LLC","Control Waste Services, LLC",100.0,constrained,600007 Corporate Centre Dr,HOU4 600007 - Corporate Centre Dr
"C. STONEHAM, INC.",C. Stoneham Inc,100.0,global,6000081-01-01 - Fontana Ca Deseret Industries,6000081-01-01 - Fontana Ca Deseret Industries
able Sanitation Inc,Dependable Sanitation Inc,86.36363636363636,constrained,6010 Aberdeen,6010 Aberdeen
Cressman Sanitation,Cressman Sanitation,100.0,constrained,6020 Sioux Falls - Main,6020 Sioux Falls - Main
Kieffer Sanitation A Waste Connections Company,Waste Connections - Kieffer Sanitation 3020,85.0574712643678,constrained,6060 Rapid City - Main,6060 Rapid City - Main
Wompost LLC,Wompost,77.77777777777779,constrained,611 - POC Westminster,611 - POC Westminster
"Wompost, LLC",Wompost,77.77777777777779,constrained,611 - POC Westminster,611 - POC Westminster
"Gateway Disposal, LLC",Gateway Disposal,88.88888888888889,constrained,6297 Creve Coeur - Olive Blvd,6297 Creve Coeur - Olive Blvd
"GARRETSON TRASH SERVICE, LLC",Garretson Trash Services LLC,98.18181818181819,constrained,6351 Bolivar - Springfield,6351 Bolivar - Springfield
"Sutton Disposal Service, LLC",Sutton Disposal Service LLC,100.0,constrained,6352 Bowling Green - West Main,6352 Bowling Green - West Main
Gateway Disposal,Gateway Disposal,100.0,constrained,6376 Creve Coeur - Bellerive,6376 Creve Coeur - Bellerive
AAA disposal,AAA Disposal,100.0,constrained,6409 Independence - Hwy 24,6409 Independence - Hwy 24
CARDS KS FRONTENAC LLC,"CARDS KS, LLC",70.58823529411764,constrained,6415 Joplin - Main,6415 Joplin - Main
"Service Recycling, LLC.",Service Recycling,89.47368421052632,constrained,6415 Joplin - Main,6415 Joplin - Main
CARDS MO LLC,"CARDS MO, LLC",100.0,constrained,6433 Marshfield - 777 Jackson,6433 Marshfield - 777 Jackson
RTS Waste Services LLC,RTS Waste Services LLC,100.0,constrained,6442 Kirksville - Baltimore,6442 Kirksville - Baltimore
Services LLC.,RTS Waste Services LLC,70.58823529411764,constrained,6442 Kirksville - Baltimore,6442 Kirksville - Baltimore
GRACE HAULING,Grace Hauling,100.0,global,6449 LAKE,
"Stanphill Sanitation, LLC.",Stanphill Sanitation LLC,100.0,constrained,6472 Monett - Hwy 60,6472 Monett - Hwy 60
"Family Trash Service, Inc",Family Trash Service Inc,100.0,constrained,6502 Salem - Pershing,6502 Salem - Pershing
SWINGER SANITATION,SWINGER SANITATION,100.0,constrained,6528 St. Clair - North Main,6528 St. Clair - North Main
"Bright Disposal Services, LLC","Disposal Services, LLC",85.71428571428572,global,6535 St. Joseph - Robidoux Ctr,6535 St. Joseph - Robidoux Ctr
"Bright Disposal Services, LLC.","Disposal Services, LLC",85.71428571428572,global,6535 St. Joseph - Robidoux Ctr,6535 St. Joseph - Robidoux Ctr
Disposal Services.c,"Disposal Services, LLC",87.17948717948718,global,6535 St. Joseph - Robidoux Ctr,6535 St. Joseph - Robidoux Ctr
Sparks Junk Removal & Hauling,Sparks Junk Removal & Hauling,100.0,constrained,6553 St. Louis - Netherton,6553 St. Louis - Netherton
DTS DUGGER TRASH SERVICE,Dugger Trash Service,90.9090909090909,constrained,6588 Willow Springs - East 3rd,6588 Willow Springs - East 3rd
Arkadelphia,City of Arkadelphia,73.33333333333334,constrained,6632 Arkadelphia - Pine,6632 Arkadelphia - Pine
City of Arkadelphia,City of Arkadelphia,100.0,constrained,6632 Arkadelphia - Pine,6632 Arkadelphia - Pine
CARDS DARDANELLE,CARDS DARDANELLE,100.0,constrained,6664 Morrilton - Hwy 9,6664 Morrilton - Hwy 9
"METHVIN SANITATION WASTE CONNECTIONS OF ARKANSAS, INC",Waste Connections - Methvin Sanitation,81.81818181818181,constrained,6667 Mountain Home - Main,6667 Mountain Home - Main
"METHVIN SANITATION\nWASTE CONNECTIONS OF ARKANSAS, INC",Waste Connections - Methvin Sanitation,79.54545454545455,constrained,6667 Mountain Home - Main,6667 Mountain Home - Main
American Sanitation,American Sanitation Inc.,90.47619047619048,constrained,686 Zook Rd,686 Zook Rd
TransTrash,Trans Trash,95.23809523809523,constrained,7010 Bismarck - Main,7010 Bismarck - Main
INTERSTATE INTERSTATE IWS WASTE SERVICES,Interstate Waste Services,76.92307692307692,constrained,71001 New City,71001 New City
Interstate Waste Services,Interstate Waste Services,100.0,constrained,71001 New City,71001 New City
INTERSTATE INTERSTATE,Interstate Waste Services,73.91304347826086,constrained,71003 Stony Point,71003 Stony Point
"Interstate Waste Services, Inc.",Interstate Waste Services,92.5925925925926,constrained,71003 Stony Point,71003 Stony Point
"GOLDEN ENVIRONMENTAL, LLC",GOLDEN ENVIRONMENTAL,90.9090909090909,global,713 HOMESTEAD BLVD,713 HOMESTEAD BLVD
Olson Sanitation Inc,Olson Sanitation,88.88888888888889,global,713 HOMESTEAD BLVD,713 HOMESTEAD BLVD
Trinity Disposal,Tri-City Disposal,93.75,global,713 HOMESTEAD BLVD,713 HOMESTEAD BLVD
Commonwealth Waste Solutions,Commonwealth Waste Solutions,100.0,constrained,714 - Richmond,714 - Richmond
"ROYAL WASTE SERVICES, INC","RPJ Waste Services, Inc.",86.95652173913044,global,71627 Whitestone,71627 Whitestone
Interstate Waste Management,Interstate Waste Services,73.07692307692308,constrained,71652 Church Avenue,71652 Church Avenue
"Action Environmental Services, Inc.",CR&R Inc Environmental Services,88.88888888888889,global,71653 18th Avenue,71653 18th Avenue
MILLENNIUM CONTAINER SERVICE,Millennium Container Services,98.24561403508771,constrained,71679 Rocky Point,71679 Rocky Point
THE CITY OF Farg,City of Fargo,82.75862068965517,constrained,7324 Fargo - West Acres & Drive-Up,7324 Fargo - West Acres & Drive-Up
The CITY OF FARGO,City of Fargo,86.66666666666667,constrained,7324 Fargo - West Acres & Drive-Up,7324 Fargo - West Acres & Drive-Up
THE CITY OF Fargo,City of Fargo,86.66666666666667,constrained,7329 Fargo,7329 Fargo
Anytime Waste,ANYTIME WASTE SYSTEMS,76.47058823529412,constrained,7400 S PARK PLACE,7400 S PARK PLACE
LYTTLE SERVICE CO. LLC,Stamie E. Lyttle Co,71.7948717948718,constrained,749 - Glen Allen,749 - Glen Allen
Stamie E. Ly,Stamie E. Lyttle Co,75.86206896551724,constrained,749 - Glen Allen,749 - Glen Allen
ALL STATES SERVICES,All States Mall Services,88.37209302325581,constrained,750 LEGO Easton OH,750 LEGO Easton OH
Tri-City Disposal,Tri-City Disposal,100.0,constrained,7530 Bullhead City,7530 Bullhead City
Hillside Solutions,Hillside Solutions,100.0,constrained,7714 Elkhorn - North 205th,7714 Elkhorn - North 205th
CAPITAL CITY Refuse,Capital City Refuse,100.0,constrained,7727 Lincoln - Edgewood,7727 Lincoln - Edgewood
CAPITAL CITY\nRefuse,Capital City Refuse,94.73684210526316,constrained,7727 Lincoln - Edgewood,7727 Lincoln - Edgewood
TIDY Gm SERVICES,Tidy Services,89.65517241379311,constrained,774 - Roanoke,774 - Roanoke
Ace Sanitation,Ace Sanitation Service Inc.,70.0,constrained,7808 Columbus,7808 Columbus
Ace Sanitation Service,Ace Sanitation Service Inc.,91.66666666666666,constrained,7808 Columbus,7808 Columbus
Ace Sanitation Service In,Ace Sanitation Service Inc.,98.0392156862745,constrained,7808 Columbus,7808 Columbus
Ace Sanitation Service Inc,Ace Sanitation Service Inc.,100.0,constrained,7808 Columbus,7808 Columbus
"REFUSE, INC",D & D Refuse,70.0,constrained,7815 Lincoln - 10th & Hwy 2,7815 Lincoln - 10th & Hwy 2
Recology Clackamas,Recology Clackamas,100.0,constrained,7978 Clackamas - Sunnyside,7978 Clackamas - Sunnyside
COGENT WASTE SOLUTIONS LLC,Cogent Waste Solutions,91.66666666666666,constrained,799 LEGO Flatiron NY,799 LEGO Flatiron NY
City of Boxeman,CITY OF BOZEMAN - MONTANA,73.6842105263158,constrained,8011 Bozeman - 19th Avenue,8011 Bozeman - 19th Avenue
City Sanitation,MILES CITY SANITATION,83.33333333333334,constrained,8060 Miles City,8060 Miles City
"WASTE CONNECTIONS OF WASHINGTON, INC",Waste Connections - Washington,88.88888888888889,constrained,8148 Vancouver - Ashington,8148 Vancouver - Ashington
"WASTE CONNECTIONS OF WASHINGTON, Inc",Waste Connections - Washington,88.88888888888889,constrained,8152 Vancouver - Fishers Landing,8152 Vancouver - Fishers Landing
Sound Disposal Inc.,Sound Disposal Inc.,100.0,constrained,8203 Edmonds - Fourth Ave,8203 Edmonds - Fourth Ave
"SOUND DISPOSAL, INC.",Sound Disposal Inc.,100.0,constrained,8203 Edmonds - Fourth Ave,8203 Edmonds - Fourth Ave
Commercial Waste Reduction,Commercial Waste Reduction & Recycling,83.87096774193549,constrained,8212 Federal Way - S. 312th,8212 Federal Way - S. 312th
HOMETOWN SANITATION LLC,"Hometown Sanitation, LLC",100.0,constrained,8224 Hoquiam - Simpson,8224 Hoquiam - Simpson
HOMETOWN SANITATION LLC.,"Hometown Sanitation, LLC",100.0,constrained,8224 Hoquiam - Simpson,8224 Hoquiam - Simpson
TOWN HOMETOWN SANITATION LLC.,"Hometown Sanitation, LLC",90.19607843137256,constrained,8224 Hoquiam - Simpson,8224 Hoquiam - Simpson
Check sammy,CheckSammy,95.23809523809523,constrained,8270 Pasco - N 10th,8270 Pasco - N 10th
Pullman Disposal,Pullman Disposal Service,80.0,constrained,8278 Pullman - 301 E Main,8278 Pullman - 301 E Main
Pullman Disposal Service,Pullman Disposal Service,100.0,constrained,8278 Pullman - 301 E Main,8278 Pullman - 301 E Main
IEM INC.,IEM Inc,100.0,constrained,837 LEGO Cherry Hill NJ,837 LEGO Cherry Hill NJ
Upper Valley Disposal,Upper Okanogan Valley Disposal,82.35294117647058,constrained,8381 Tonasket - Fourth & Whitcomb,8381 Tonasket - Fourth & Whitcomb
Valley Disposal,Mid Valley Disposal,88.23529411764706,global,8381 Tonasket - Fourth & Whitcomb,8381 Tonasket - Fourth & Whitcomb
D.M. RECYCLING\nA WASTE CONNECTIONS COMPANY,Waste Connections - D.M. Disposal & Recycling,75.9493670886076,constrained,8389 Vashon - Vashon Island,8389 Vashon - Vashon Island
RecologyWestern OregonWASTE ZERO,Recology Western Oregon Waste,72.1311475409836,constrained,8486 Astoria - Duane,8486 Astoria - Duane
Western Oregon WASTE ZERO,Recology Western Oregon Waste,74.07407407407408,constrained,8486 Astoria - Duane,8486 Astoria - Duane
Western Oregon\nWASTE ZERO,Recology Western Oregon Waste,70.37037037037037,constrained,8486 Astoria - Duane,8486 Astoria - Duane
BAKER SANITARY SERVICE,Baker Sanitary,77.77777777777779,constrained,8488 Baker City - Main,8488 Baker City - Main
"co Sanitary Service, Inc.",Swatco Sanitary Services Inc.,78.43137254901961,constrained,8489 Banks - Oak Way,8489 Banks - Oak Way
"Sanitary Service, Inc.",Swatco Sanitary Services Inc.,83.33333333333334,constrained,8489 Banks - Oak Way,8489 Banks - Oak Way
"Swatco Sanitary Service, Inc.",Swatco Sanitary Services Inc.,98.18181818181819,constrained,8489 Banks - Oak Way,8489 Banks - Oak Way
CURRY TRANSFER & RECYCLING INC,A1 Transfer & Recycling Inc,86.79245283018868,global,8504 Brookings - Fifth St,8504 Brookings - Fifth St
"C & B SANITARY SERVICE, INC.",C&B Sanitary Services,81.81818181818181,constrained,8505 Burns - Harney County,8505 Burns - Harney County
"KAHUT WASTE SERVICES, LLC",Waste Connections - Kahut Waste Services LLC,72.72727272727273,constrained,8506 Canby - Elm,8506 Canby - Elm
"ROGUE DISPOSAL & RECYCLING, INC","Waste Connections - Rogue Disposal and Recycling, Inc",71.7948717948718,constrained,8508 Central Point - E. Pine,8508 Central Point - E. Pine
Basin Haulage,Basin Haulage,100.0,global,8514 Coos Bay - W Anderson,8514 Coos Bay - W Anderson
Coos Bay Sanitary,Coos Bay Sanitary Service,80.95238095238095,constrained,8514 Coos Bay - W Anderson,8514 Coos Bay - W Anderson
Coos Bay Sanitary Service,Coos Bay Sanitary Service,100.0,constrained,8514 Coos Bay - W Anderson,8514 Coos Bay - W Anderson
DISPOSAL & RECYCLING INC.,Evergreen Disposal & Recycling,80.0,constrained,8516 Cornelius - Adair,8516 Cornelius - Adair
Evergreen Disposal,Evergreen Disposal & Recycling,78.26086956521739,constrained,8516 Cornelius - Adair,8516 Cornelius - Adair
Cottage Grove Garbage,Cottage Grove Garbage Service Inc.,77.77777777777779,constrained,8519 Cottage Grove - N Seventh,8519 Cottage Grove - N Seventh
Cottage Grove Garbage Service,Cottage Grove Garbage Service Inc.,93.5483870967742,constrained,8519 Cottage Grove - N Seventh,8519 Cottage Grove - N Seventh
"COTTAGE GROVE GARBAGE SERVICE, INC.",Cottage Grove Garbage Service Inc.,100.0,constrained,8519 Cottage Grove - N Seventh,8519 Cottage Grove - N Seventh
Sutherlin Sanitary Service,Sutherlin Sanitary Service LLC,92.85714285714286,constrained,8521 Drain - First Street,8521 Drain - First Street
SUTHERLIN SANITARY SERVICE LLC.,Sutherlin Sanitary Service LLC,100.0,constrained,8521 Drain - First Street,8521 Drain - First Street
ARROW SANITARY SERVICE A WASTE CONNECTIONS COMPANY,Waste Connections - Arrow Sanitary Service,88.88888888888889,constrained,8524 Estacada - SW Second,8524 Estacada - SW Second
"Dan Walker Disposal Service, Inc.",Dan Walker Disposal Service Inc.,100.0,constrained,8524 Estacada - SW Second,8524 Estacada - SW Second
